title tokens,label
"ปิดประตู|  |""ร|ฟ.|หิน|กรูด|""|  |คืน|ถิ่น|ประจวบฯ",สิ่งแวดล้อม
ยกฟ้อง| |‘ส|กันต์|’| |คดี| |112| |ศาล|ชี้|ข้อความ|ต้อง|ตีความ| |ไม่|ระบุ|ถึง|ใคร|ชัดเจน,การเมือง
'|เอ|นก|'| |ชี้|คนไทย|มี|ศักยภาพ|ใน|การ|ปรองดอง| |แนะ|กระจายอำนาจ|จะ|นำไปสู่|ความสามัคคี,การเมือง
"""|แม่|รำพึง|""| |เสียง|ครวญ|ใต้|เงา|อุตสาหกรรม|เหล็ก",การเมือง
"4| |นปช.| |มอบตัว|คดี|รุม|ทำร้าย|ทหาร|สอดแนม| |""|จตุพร|""| |จี้|ให้|เร่ง|ดำเนินคดี|กับ|พันธมิตร|ด้วย",การเมือง
กลุ่ม|นักเขียน|แสง|สำนึก| |แถลง|ทุกฝ่าย|ควร|เคารพ|สิทธิ|ใน|การแสดงออก,การเมือง
แพทย์|แนะ|มลพิษ|สิ่งแวดล้อม| |เฝ้า|ระวัง|ดีกว่า|แก้|ปลาย|เหตุ,สิ่งแวดล้อม
คนงาน|พานาโซนิค|กว่า| |400| |เข้า|โครงการ|สมัครใจ|ลาออก,เศรษฐกิจ
โฆษก| |ตร.| |เผย|เตรียม|ออกหมายจับ|ผู้|เกี่ยว|คดี|ปา|ระเบิด|ศาล|เพิ่ม,การเมือง
4| |เครือข่าย|ประชาชน|ยื่น|จม|.|ค้าน|มติ| |กสท.| |หวั่น|ไฟเขียว|กรณี|ซื้อ|หุ้น|เนชั่น,สังคม
เสาหลัก|ของ|แผ่นดิน|!| |3| |สมาคม|จุฬาฯ| |หนุน|ฝ่ายบริหาร|จัดระเบียบ|นิสิต|หลัง|ปม| |'|เนติ|วิทย์|',การเมือง
ข่าว|มอนิเตอร์|ประจำ|วันที่| |2| |มีนาคม| |2552,การเมือง
บทความ| |:| |ชาว|ระยอง|กับ| |2| |กองทุน|จาก|โรงงานอุตสาหกรรม,การเมือง
"รัศมี| |ชู|ทรง|เดช|:วง|วิชาการ|โบราณคดี|ต้อง|ศึกษา|วิจัย|อย่าง|ลุ่มลึก|เพื่อให้|เกิด| |""|ความจริง|""| |ไม่|ใช่| |""|นิยาย|""",การเมือง
"แนะนำ|หนังสือ| |:| |มา|อ่านหนังสือ| |""|ความรู้|กับ|การแก้ปัญหา|ความขัดแย้ง|ฯ""| |กัน|เถอะ| |(|ตอนที่| |3|)",การเมือง
ต้าน|รัฐ|ไทย|เอาชีวิต|คน|แลก|ผล|ปย.|เอฟทีเอ|สหรัฐฯ,สิ่งแวดล้อม
อดีต| |ส.ว.|-|เอ็นจีโอ| |จี้|สภา|ยับยั้ง|เอกสิทธิ์| |‘|จตุพร|’| |ชี้|ผิด|หนัก|ฐาน|ก่อการร้าย,การเมือง
คป|ก.|เล็ง|ออก| |กม.|กลาง|ด้าน|สวัสดิการสังคม,คุณภาพชีวิต
ละหมาดฮายัต|รำลึก|7|ปี|ตาก|ใบ| |น.ศ.|ยัน|ยัง|คาใจ|คน|ชายแดน|ใต้,การเมือง
สรส.|สาน|เครือข่าย|เด็ก|ใต้| |รวม|พลัง|ทำ|ความดี,การเมือง
พม่า|กระชับ|มิตร|โสมแดง|เสริมสร้าง|ศักยภาพ|กองทัพ,การเมือง
'|หมอ|ตุล|ย์'| |นำ|เสื้อ|หลาก|สี|ยื่น| |3| |หมื่น|รายชื่อ|คัดค้าน|แก้|รธน.|-| |ม.|112,การเมือง
ผู้ช่วย|ทูต|สหรัฐฯ| |ลง|พท.|นราธิวาส,สิ่งแวดล้อม
ประชาชน|ซิมบับเว|ไม่|เห็นด้วย|รัฐบาล|ตั้ง|กระทรวง|สอดส่อง|โลก|ไซเบอร์,ต่างประเทศ
ASEAN| |Weekly|:| |บทบาท|ทางการเมือง|ของ|สมเด็จ|สีหนุ,ต่างประเทศ
เกาะติด|ชายแดน|ใต้|:ผม|เห็น|เขา|ยิง,สิ่งแวดล้อม
จิ๋ว|เรียก| |3| |ผู้ว่าฯ| |กำชับ|ดับไฟ|ใต้,สิ่งแวดล้อม
อึ้ง|!| |1| |ใน| |9| |ผู้ต้องหา|ป่วน|งาน| |Bike| |for| |Dad| |ยังอยู่|ใน|เรือนจำ,การเมือง
พิชิต| |ลิขิต|กิจ|สมบูรณ์|:| |การ|แก้|รัฐธรรมนูญ| |50| |ถึง|ทางตัน,การเมือง
"""|ปณิธาน| |วัฒนา|ยา|กร|""| |ชี้|เหตุ|ระเบิด| |แสดงว่า| |พ.ร.ก.|ฉุกเฉิน|ยัง|จำเป็น",การเมือง
"กลุ่ม|แพทย์|ค้าน|ยกเลิก|เก็บ|เงิน| |30| |บาท| |พร้อม|เสนอ|ชนชั้นกลาง|ช่วย|จ่าย| |""|กองทุน|ประกัน|ตนเอง|""",การเมือง
หนุ่ม|พันธมิตร|ฯ| |จิกหัว|สาว|เสื้อ|แดง| |ได้|รางวัล|ภาพ|ข่าว|ยอดเยี่ยม|แห่ง|ปี,การเมือง
"""|เสธ.|แดง|""| |เผา|วันนี้| |แต่|เว็บไซต์|ยัง|ถูก|ไอซี|ที|บล็อก",การเมือง
"ลุ้น|ศาลฎีกา|ฯ|ชี้|ชะตา|""|แม้ว|-|อ้อ|""| |คดี|ทุจริต|ที่ดิน|รัชดา| |โทษ|สูงสุด|คุก| |10| |ปี| |-| |ริบทรัพย์| |772| |ล้าน",การเมือง
รายงาน|ค้า|มนุษย์|ปี| |58| |สหรัฐอเมริกา|จัดอันดับ|ไทย|อยู่|บัญชี|รั้งท้าย|ปี|ที่| |2| |ติดต่อกัน,ต่างประเทศ
"500| |ชื่อ|บัญชีดำ|ถึง|มือ|  |""|จิ๋ว|""",สิ่งแวดล้อม
"1| |วัน| |ยก|ร่าง|  |""|สมานฉันท์|ดับไฟ|ใต้|""|  |ฉบับ|ด่วน|ที่สุด",สิ่งแวดล้อม
นักศึกษา|ใน|ยุโรป|ประท้วง|หน้า|สถานทูต|ไทย|ที่|เวียนนา|-|เรียกร้อง|ให้|เคารพ|สิทธิมนุษยชน,การเมือง
พันธมิตร|ฯ| |สัมมนา|ใหญ่| |24| |พ.ค.| |หา|ข้อสรุป|ตั้ง|พรรคการเมือง,การเมือง
ใช้|บัตรประชาชน|คุม|ซื้อ|ซิม|พ|รี|เพ|ด|กัน|ก่อเหตุ|ใต้,สิ่งแวดล้อม
ป่าไม้|กีด|ชาวบ้าน|ร่วม|แก้ปัญหา|ปาง|แดง,สิ่งแวดล้อม
สังคม|สยาม|ตาม|ทัศนะ|ของ|ปัญญาชน|ไทย|หมายเลข| |10,การเมือง
แรงงาน|นอก|ระบบ| |เร่ง|กระทรวง|ออกกฎหมาย|คุ้มครอง|-|ให้|เข้า|ระบบ|ประกันสังคม,การเมือง
"""|อดุลย์|""| |ยอมรับ|กลุ่ม|ป่วน|ใต้|ผลิต|ระเบิด|ได้|เนี้ยบ",การเมือง
ประวิตร|ถาม|ผิด|ตรงไหน| |ที่| |คสช.| |จะ|ไป|เป็น|ส.ว.|สรรหา| |ช่วง|เปลี่ยน|ผ่าน| |5| |ปี,การเมือง
"งานวิจัย|ไท|บ้าน| |:| |แสง|ปัญญา| |แห่ง| |""|ทาม|มูน|""",การเมือง
คนไทย|ดื่มเหล้า|มากขึ้น| |3| |เท่า,สิ่งแวดล้อม
พุทธะ|อิสระ|นำ|โวย| |‘|ไทย|มิใช่|ทาส|’| |หน้า|สถานทูต|สหรัฐฯ| |หลัง|ทูต|ออกมา|กังวล| |กฎหมาย|หมิ่น|เบื้องสูง,การเมือง
มุสลิม|ร่าง|แผน|พัฒน|์|ยึด|แนว|ร.|6|-|หะยี|สุ|หลง,สิ่งแวดล้อม
"""|วิกฤต|แรงงาน|ไทย|""| |ใน|อุ้งมือ|บรรษัทข้ามชาติ",การเมือง
"เครือข่าย|ป่าชุมชน|ดึง|กม|ธ.| |ลงพื้น|ที่จริง| |หวัง|ติด|เบรก| |""|พื้นที่|อนุรักษ์|พิเศษ|""",การเมือง
ประมวล|ข่าว|เอฟทีเอ|ไทย|-|สหรัฐ| |วันที่| |9|-|10| |ม.ค.| |2549,การเมือง
ชำนาญ| |จันทร์|เรือง|:| |โทษประหารชีวิต|ไม่|ทำให้|อาชญากรรม|ลดลง,การเมือง
